id,transaction_id,customer_id,transaction_amount,transaction_type,location,device_type,account_balance,transaction_time,is_fraud
1265,361604ec-ed93-425a-a6c9-d02830a5601a,CUST3884,66870.2,ATM Withdrawal,Mumbai,Desktop,26186.7,2026-03-19 00:59:18,1
1266,63d0f781-41bd-43d7-99bd-7d33fd590119,CUST2599,129725.0,POS Payment,Bangalore,Tablet,237334.0,2026-06-01 00:21:03,1
1267,062f00f4-71fd-45a4-84f3-a1c6bcd71772,CUST7762,1022.01,ATM Withdrawal,Bangalore,Mobile,205802.0,2026-06-03 08:52:31,0
1268,8d09c7ff-fa5a-4ad4-8765-dae0477db0ab,CUST8060,140578.0,Card Payment,Kolkata,Tablet,25379.8,2026-05-07 15:34:36,1
1269,ea256dca-8f3f-4f0c-92e7-3aac1efc81cf,CUST4953,94706.6,Online Transfer,Chennai,POS Machine,245301.0,2026-05-01 17:20:32,1
1270,274aff35-d7cf-4bd5-876e-cb622679ad08,CUST8934,3026.53,UPI Payment,Chennai,ATM,171343.0,2026-06-09 02:31:43,0
1271,f7e0137e-2a00-46bf-9634-4020a05c60c1,CUST8009,130532.0,UPI Payment,Delhi,POS Machine,232331.0,2026-03-22 21:40:51,1
1272,2d8e927c-5382-43cf-aac1-5ec06058ed27,CUST2146,24295.5,POS Payment,Pune,Desktop,38306.3,2026-05-15 22:23:10,0
1273,9b1eb551-45fa-40e1-b5ac-53d2ac0a6214,CUST5703,12037.2,ATM Withdrawal,Mumbai,Tablet,147214.0,2026-05-08 14:29:27,0
1274,8034569c-fb0f-4909-9567-65d6bced6390,CUST7301,68862.0,Online Transfer,Chennai,ATM,189369.0,2026-04-14 14:13:13,0
1275,b34ea42f-e794-4fa0-a5d8-60bd178fd7d2,CUST2654,96346.4,ATM Withdrawal,Delhi,ATM,89577.0,2026-05-11 22:41:49,1
1276,8245706a-954c-424c-b798-122ae9e24239,CUST5075,32891.4,Online Transfer,Chennai,ATM,60822.8,2026-04-26 23:20:51,0
1277,5fcc2d5b-13f6-4783-80c2-72db7b8acbd1,CUST1327,16283.3,POS Payment,Kolkata,ATM,16674.5,2026-06-03 22:25:44,0
1278,715f4104-0f83-4aab-97d2-1808b3367fc7,CUST8886,121052.0,ATM Withdrawal,Chennai,Mobile,239002.0,2026-03-30 15:46:32,1
1279,d8cc8f00-75bb-431c-8840-ba4be205c7a8,CUST5798,11570.3,Online Transfer,Bangalore,ATM,293440.0,2026-05-14 18:28:20,0
1280,b83799f6-4237-4614-a85f-ad996c21d6f2,CUST1664,57030.8,POS Payment,Delhi,Mobile,31831.3,2026-04-21 17:03:09,1
1281,74c7155f-fd64-456a-bef5-9ad74c317420,CUST9106,623.19,Card Payment,Kolkata,Mobile,124985.0,2026-06-06 22:44:42,0
1282,c475a29e-8908-4015-a4e9-430508c1a9d4,CUST2180,61915.9,Card Payment,Mumbai,POS Machine,37852.1,2026-03-30 20:36:23,1
1283,8ba92e56-f5e7-44e1-85fc-c1eddb23beda,CUST6087,145958.0,Card Payment,Mumbai,ATM,260221.0,2026-03-22 02:51:01,1
1284,e4d3c576-c434-4ed5-b946-769630c8dac3,CUST9874,55114.6,Card Payment,Hyderabad,Mobile,274496.0,2026-05-18 13:50:51,0
1285,e37d70a0-4e96-48d3-8722-497f6eb33c10,CUST7362,56660.6,Card Payment,Pune,Mobile,115599.0,2026-06-04 07:18:44,0
1286,77a07d25-eb0e-44b2-80b6-d52ed362f0da,CUST4007,3432.64,UPI Payment,Hyderabad,Tablet,249115.0,2026-04-25 04:57:44,0
1287,18e0bba7-0293-4091-8a3b-8466d02f5d5e,CUST2297,54368.4,UPI Payment,Delhi,Mobile,249735.0,2026-03-23 22:07:09,0
1288,22288486-bf0e-4987-9932-ca06a460c422,CUST9905,91599.4,Card Payment,Mumbai,Mobile,104189.0,2026-03-29 17:00:42,1
1289,ffcbfe2e-dd8a-4734-bea0-ec35a13515be,CUST3682,139080.0,UPI Payment,Mumbai,Tablet,228872.0,2026-04-13 07:54:20,1
1290,7f80e26a-5a9f-47aa-9229-686b10dfb3ce,CUST7306,72050.9,UPI Payment,Pune,POS Machine,226614.0,2026-05-15 01:26:32,0
1291,314e4278-3735-46f0-8e70-b424933d528e,CUST1182,30285.4,Online Transfer,Hyderabad,ATM,37028.6,2026-05-23 17:38:57,0
1292,256438f2-734f-4694-b886-d72c4e531688,CUST3550,30749.7,Online Transfer,Chennai,ATM,134456.0,2026-05-28 21:14:27,0
1293,6a06bb49-aaad-4149-9023-2b8aa5ba0ebe,CUST6012,75255.4,UPI Payment,Mumbai,Mobile,65629.4,2026-05-12 03:28:34,1
1294,4d1dc575-8537-4f3f-89f0-3019b83f6375,CUST2424,146335.0,POS Payment,Hyderabad,Mobile,72964.5,2026-04-03 21:57:43,1
1295,2005412a-17c4-4cf0-bd85-cea86ebbdfe0,CUST8953,57112.7,Online Transfer,Mumbai,ATM,234374.0,2026-05-22 14:28:03,0
1296,009f725c-6d63-42c7-92c0-766240f461f3,CUST8844,64309.2,Card Payment,Hyderabad,Tablet,55375.1,2026-05-14 23:54:13,1
1297,ac53de13-5ce2-4426-b821-f217ab55920d,CUST1673,18024.6,ATM Withdrawal,Kolkata,Mobile,172078.0,2026-04-08 02:16:53,0
1298,b8c194da-586d-4ea3-b7e8-b7d91f82c15f,CUST7490,71907.6,Online Transfer,Bangalore,Desktop,31275.2,2026-06-06 17:13:46,1
1299,dca7e49b-6d46-4596-91bb-0e0cd978a68a,CUST9269,148036.0,UPI Payment,Hyderabad,Desktop,13671.4,2026-03-29 22:05:58,1
1300,ef04722b-4825-4d0f-b5c1-d7d6d3ddfe34,CUST6594,66443.9,UPI Payment,Kolkata,Desktop,259206.0,2026-05-16 12:22:43,0
1301,603a8901-0876-4207-b982-b7644053b608,CUST6747,90124.0,ATM Withdrawal,Chennai,ATM,295302.0,2026-05-09 09:49:40,1
1302,1b578421-8616-4828-acb2-9de8cf02ad07,CUST5058,20930.7,Online Transfer,Chennai,Tablet,184738.0,2026-05-10 08:27:34,0
1303,baeafba8-558a-4921-a772-9d08a0ea27a0,CUST3113,36889.7,ATM Withdrawal,Bangalore,Tablet,107163.0,2026-05-11 07:34:51,0
1304,bd12f27a-4fe4-4d87-b201-c75f22841f19,CUST5875,72603.6,UPI Payment,Hyderabad,Desktop,254687.0,2026-03-14 16:39:26,0
1305,ea22ef18-eb31-4eb2-b9bf-26306c82535c,CUST2880,149791.0,UPI Payment,Kolkata,ATM,266577.0,2026-05-13 02:56:58,1
1306,00d6b710-4ad4-4f91-98b0-483d4af35556,CUST9581,79016.9,ATM Withdrawal,Delhi,POS Machine,19405.1,2026-05-05 12:47:57,1
1307,fbbae228-e3a7-4d96-97a8-eec621db816d,CUST9615,5472.66,Card Payment,Delhi,ATM,170028.0,2026-04-18 01:17:34,0
1308,949cfaee-1e81-4ad1-99ba-c529ab6bdf08,CUST9953,134688.0,ATM Withdrawal,Kolkata,Tablet,60508.5,2026-04-12 07:18:26,1
1309,641f40fb-2b4e-4a63-b72b-ae566c214a4f,CUST4990,52071.6,Card Payment,Pune,ATM,33888.5,2026-04-18 07:36:02,1
1310,51265d49-d068-40c0-b8f1-ffb1af37a0ff,CUST1124,51036.3,Online Transfer,Bangalore,Desktop,288541.0,2026-03-22 23:21:39,0
1311,14f4b6a9-c26f-4916-89d8-4d5afd270c6e,CUST4523,25259.3,UPI Payment,Mumbai,ATM,140697.0,2026-03-12 16:07:53,0
1312,ead37092-d40f-4af2-8f16-51e3eb991c77,CUST4358,52148.1,UPI Payment,Mumbai,Desktop,69154.2,2026-03-22 00:24:33,0
1313,f0705fe9-02df-4fc5-a5fe-150e0dc625c3,CUST3069,100858.0,POS Payment,Kolkata,ATM,67870.8,2026-03-16 08:49:39,1
1314,065b6994-487b-4220-abf9-24390f26f784,CUST4676,31068.8,ATM Withdrawal,Hyderabad,POS Machine,241355.0,2026-05-20 08:25:56,0
1315,03a02bd4-54be-4670-a455-8db22595814d,CUST8489,73873.9,Card Payment,Chennai,POS Machine,116963.0,2026-05-13 00:12:13,0
1316,94a2bb22-b3d0-4b5d-9069-2f6301641877,CUST3135,134088.0,ATM Withdrawal,Pune,Tablet,93304.5,2026-04-04 07:21:53,1
1317,65cc6a3d-c528-4955-bab4-a1112c550684,CUST1083,7307.76,UPI Payment,Chennai,ATM,227752.0,2026-06-03 06:42:25,0
1318,a352e8c6-e238-4942-b52a-c81be7b25583,CUST9302,91219.5,ATM Withdrawal,Delhi,Tablet,279188.0,2026-04-29 00:29:35,1
1319,ddd93bf3-ae67-4da9-aef5-db469a02b560,CUST7385,36453.8,ATM Withdrawal,Bangalore,Mobile,61053.1,2026-04-05 08:58:58,0
1320,057191ff-a069-4232-9173-ebb2b364505c,CUST8354,77806.4,Card Payment,Mumbai,ATM,131100.0,2026-04-05 08:14:57,1
1321,78eb9371-1273-4026-8445-6b7fea415d8c,CUST7482,85401.8,ATM Withdrawal,Mumbai,Mobile,288569.0,2026-05-21 05:24:53,0
1322,249feb5e-cf40-450b-9ebf-791c67389571,CUST7358,42513.6,UPI Payment,Kolkata,Tablet,70898.2,2026-04-30 08:45:35,0
1323,bd9b2bdd-84a6-43f4-9617-329687a89fc8,CUST3181,20507.6,Card Payment,Pune,Tablet,89050.3,2026-04-08 01:57:34,0
1324,7d427f1e-0867-48fe-bdb8-539432c2d1ca,CUST8196,119523.0,Card Payment,Chennai,POS Machine,218689.0,2026-06-07 03:03:27,1
1325,55d0b335-6888-4ab3-a92e-53dea29d52dd,CUST4462,124038.0,Card Payment,Bangalore,Desktop,178302.0,2026-04-25 01:49:24,1
1326,ce4d6b52-d1ca-4a7f-8085-29076c672490,CUST5525,138779.0,ATM Withdrawal,Kolkata,ATM,105720.0,2026-03-28 13:13:33,1
1327,28898aee-aa02-4089-a699-f00fbe838ca6,CUST8562,73795.5,POS Payment,Kolkata,Desktop,219746.0,2026-03-16 20:44:03,0
1328,cd49897a-c27d-4efe-8a33-4d951e931f6e,CUST5493,108473.0,Online Transfer,Bangalore,ATM,10067.0,2026-04-06 06:16:18,1
1329,85201936-1c9c-4e65-821b-52c1aca42639,CUST3223,64116.5,UPI Payment,Mumbai,Tablet,225277.0,2026-03-22 13:07:02,0
1330,9cef63f5-3bce-429e-a26a-e3046b350e44,CUST3560,119000.0,POS Payment,Hyderabad,Mobile,3970.23,2026-04-21 23:54:08,1
1331,97fb781d-845b-44b3-82d5-30c3064c3f95,CUST2308,100191.0,ATM Withdrawal,Hyderabad,POS Machine,50045.9,2026-06-04 05:24:47,1
1332,0f169d36-aede-4c06-8110-25c7a817e91f,CUST9884,112158.0,Online Transfer,Mumbai,Mobile,122862.0,2026-03-13 02:24:52,1
1333,36467e07-3396-4e2b-9efd-8e023ebee40d,CUST7765,89506.7,UPI Payment,Pune,Tablet,164247.0,2026-03-19 15:39:22,1
1334,ee2d72b1-ae25-4747-a41d-4ceb4c400620,CUST3036,15984.1,UPI Payment,Bangalore,Mobile,234259.0,2026-04-10 13:51:58,0
1335,981ff2df-1735-4e2a-bcc2-5db814549dfc,CUST7045,149811.0,Card Payment,Kolkata,POS Machine,298568.0,2026-03-30 16:28:47,1
1336,cd7ecfb8-f608-4f72-b2b6-50a61c25cbb3,CUST3828,26285.3,UPI Payment,Delhi,Mobile,233517.0,2026-03-14 05:36:36,0
1337,54f0e5c1-56b8-4ef9-bcab-2b11b180c71f,CUST5935,22879.3,ATM Withdrawal,Mumbai,POS Machine,5872.38,2026-05-24 09:26:47,1
1338,0e6664e4-005c-4d6a-aec8-5af3b6324df8,CUST8277,95939.7,Card Payment,Delhi,ATM,291702.0,2026-03-14 16:08:30,1
1339,82eec051-59a3-4fe8-afee-afbd3bfd9e6a,CUST7822,30045.6,POS Payment,Bangalore,POS Machine,254583.0,2026-04-20 14:42:19,0
1340,0d12df49-3d63-4774-95b1-1f3c239f22eb,CUST5276,78488.4,UPI Payment,Chennai,Desktop,170841.0,2026-04-07 09:16:57,0
1341,01eb4b62-8637-4ea1-976c-eae33673ea7d,CUST3326,125572.0,POS Payment,Delhi,ATM,75965.7,2026-03-24 15:07:11,1
1342,9bbdf119-9cc2-4a71-8881-51cac314f9df,CUST4268,71163.6,ATM Withdrawal,Delhi,POS Machine,54991.0,2026-05-05 10:14:37,1
1343,72ea38a2-2e36-460f-8f46-55b5673c9243,CUST5636,102839.0,POS Payment,Chennai,Tablet,230642.0,2026-05-07 17:44:23,1
1344,438ff097-d628-4cf2-b1cc-102172304f32,CUST8219,70613.5,POS Payment,Kolkata,Mobile,265474.0,2026-06-03 01:35:50,0
1345,e9807afa-91a7-4d15-ab5f-182da2cdc2b9,CUST7742,14863.7,UPI Payment,Delhi,Desktop,180860.0,2026-04-26 09:27:01,0
1346,ee1f88f3-e7ab-4d09-bd2b-16f4e3ce6314,CUST9748,20823.3,UPI Payment,Pune,ATM,149549.0,2026-04-29 03:57:22,1
1347,c8bf736e-da89-4ff5-9b0a-f02ce7683916,CUST2240,16278.7,UPI Payment,Pune,Mobile,222408.0,2026-05-28 17:24:28,1
1348,e9ed0af4-6aa0-4b83-bacf-07cb8ff88dd1,CUST1098,22063.9,ATM Withdrawal,Hyderabad,ATM,84666.3,2026-03-15 22:38:28,0
1349,f1964ed1-dd7b-4d15-82ca-8c37b5f27f90,CUST6937,93799.7,UPI Payment,Delhi,Desktop,44299.1,2026-03-29 11:21:20,1
1350,ed25b375-e88e-447d-a1c8-a0bb94f20433,CUST6091,13827.5,POS Payment,Hyderabad,Tablet,7021.49,2026-04-17 18:36:59,1
1351,fc1377b3-969d-4ea8-8698-7e7eaefd80df,CUST1165,32379.5,Card Payment,Chennai,ATM,110581.0,2026-05-13 13:28:20,0
1352,215eddea-c6d5-4062-8c99-0b45af03d875,CUST4980,148337.0,POS Payment,Mumbai,POS Machine,73857.5,2026-03-12 13:14:38,1
1353,d7c5a2e8-3612-4bbe-85db-bc3483cb72aa,CUST5450,50479.6,Card Payment,Hyderabad,POS Machine,57861.4,2026-03-28 16:59:44,0
1354,c61f430e-984c-4bde-950b-a8682d80fa68,CUST6462,136694.0,Card Payment,Delhi,Tablet,87921.6,2026-06-06 21:50:18,1
1355,c2529ccb-9091-47b1-8ea5-5c786d6569c4,CUST3571,18030.2,ATM Withdrawal,Delhi,Tablet,201446.0,2026-05-27 23:39:04,0
1356,1ea1455e-271d-4471-86f6-873bf20454a6,CUST7158,102165.0,UPI Payment,Delhi,Mobile,50593.9,2026-05-28 15:09:43,1
1357,b4b20d60-5ba5-46da-b450-502e88a0b5c3,CUST7914,128716.0,ATM Withdrawal,Chennai,ATM,138717.0,2026-06-06 08:40:02,1
1358,ace451d8-fae9-413f-82a7-dc59cbdc4c90,CUST6184,15844.7,ATM Withdrawal,Chennai,Desktop,80193.6,2026-05-04 23:20:18,0
1359,41214604-45c1-4693-8e31-5b6f2b6c03b4,CUST4018,98853.8,ATM Withdrawal,Chennai,Tablet,261859.0,2026-04-17 22:53:38,1
1360,30d22ecf-d180-44b6-a9a5-aa2fced57913,CUST4385,5205.1,Online Transfer,Kolkata,ATM,173574.0,2026-03-21 12:07:51,0
1361,8372567d-430a-4c4a-b3dc-19288f46e056,CUST2032,26399.5,UPI Payment,Delhi,Mobile,62686.7,2026-03-17 08:30:58,0
1362,e309b169-7d7e-4628-8274-d9d7e7034a32,CUST6591,75190.4,POS Payment,Hyderabad,POS Machine,217836.0,2026-05-14 12:55:05,0
1363,ae2930f9-9091-465a-8f4c-db3e270cdd89,CUST2201,42513.6,UPI Payment,Chennai,POS Machine,11024.4,2026-06-01 08:14:54,1
1364,eb548d02-b55d-4e43-9a99-fe18e58ee18a,CUST8799,73931.1,Online Transfer,Chennai,ATM,63862.9,2026-04-08 07:44:28,1
1365,c6a1ca79-c5ec-4f9c-8c6d-eb5f353ff40f,CUST7236,140408.0,POS Payment,Chennai,ATM,111401.0,2026-04-04 19:39:16,1
1366,ec1ce2e7-07e3-4057-b518-c56fc2cb0653,CUST2382,14654.1,UPI Payment,Kolkata,ATM,148581.0,2026-04-10 11:52:31,0
1367,f553a6dc-60cd-4731-b11b-b2d18e9eadb7,CUST3332,128438.0,Online Transfer,Pune,Mobile,246653.0,2026-03-15 18:04:14,1
1368,14e3f42f-29ea-45c7-af70-846ac7a33ee7,CUST5628,94797.7,UPI Payment,Hyderabad,POS Machine,292378.0,2026-03-16 09:56:24,1
1369,f3a8d309-fcce-412a-9c8b-b2dc8fe5710f,CUST8683,98842.5,Card Payment,Chennai,Mobile,78552.8,2026-05-11 08:08:43,1
1370,bbe34983-a4fc-4777-a327-ab5a01c5eae6,CUST9829,97504.3,ATM Withdrawal,Pune,Tablet,10400.8,2026-05-07 11:07:56,1
1371,93276b80-cf68-4829-bb76-c713ee09a6a5,CUST1822,58362.9,Online Transfer,Hyderabad,POS Machine,210964.0,2026-06-08 20:24:38,0
1372,d1973430-9047-4cd0-b484-0d9a2b6ff44a,CUST4546,53284.5,UPI Payment,Mumbai,Mobile,9911.83,2026-03-24 06:19:27,1
1373,384da7cc-08fb-439e-85f0-5eb8768e1e19,CUST5314,31547.1,Card Payment,Chennai,Desktop,211908.0,2026-05-01 05:31:46,0
1374,77afe2c2-b0f6-48d5-8ca3-119a270e8bac,CUST7151,135955.0,ATM Withdrawal,Pune,Desktop,98469.6,2026-04-05 05:53:36,1
1375,e5b76b4e-f803-4def-b1f2-4ccb4123fa50,CUST5869,56046.6,Card Payment,Delhi,ATM,273676.0,2026-05-26 01:05:42,0
1376,30ebdfe6-7827-49fd-968c-7c7aa46c5382,CUST1916,149481.0,Online Transfer,Pune,ATM,78071.5,2026-03-12 00:29:57,1
1377,791b0e3b-646b-4da2-b636-3a796c8a10ae,CUST6643,14556.9,Card Payment,Mumbai,POS Machine,144107.0,2026-03-25 09:55:34,0
1378,c635d2db-7d09-476f-a28f-53a73ff68d40,CUST4074,120377.0,ATM Withdrawal,Chennai,POS Machine,280055.0,2026-04-21 10:08:59,1
1379,1c311d2d-d9c9-4cec-9922-f46aea9998ce,CUST6806,86479.4,Card Payment,Bangalore,POS Machine,63106.6,2026-04-17 09:03:08,1
1380,1a9fce11-9308-42b3-85b3-9a88afe16c58,CUST4295,115729.0,Online Transfer,Delhi,Desktop,44254.9,2026-06-07 20:16:43,1
1381,e0f69abe-a035-4505-b024-8cfa034edc26,CUST6328,89957.7,POS Payment,Mumbai,POS Machine,181622.0,2026-05-06 17:45:54,0
1382,a7f44634-780d-4a24-9881-09fa07c4a12b,CUST6026,99456.4,Online Transfer,Kolkata,Mobile,73494.4,2026-05-16 08:18:49,1
1383,60b9c3f6-53b5-49fb-b183-2cc96a4b724c,CUST6376,89295.5,POS Payment,Bangalore,ATM,20668.7,2026-03-14 16:32:02,1
1384,8818411a-a5f0-4289-ab0b-1851deeb01b5,CUST9021,50484.2,Online Transfer,Pune,POS Machine,95472.7,2026-03-22 22:58:34,0
1385,f9e5f281-c18a-4630-b762-3ada3e761ef3,CUST6819,113839.0,Online Transfer,Delhi,Mobile,241154.0,2026-05-18 04:04:43,1
1386,cddb5419-7a5b-480d-9502-3f42352a38d1,CUST8720,109685.0,Online Transfer,Pune,ATM,256010.0,2026-05-02 09:10:41,1
1387,c8415e5b-6de4-487a-b93a-6c3c1b918d80,CUST9991,140406.0,POS Payment,Bangalore,Desktop,96910.0,2026-03-26 17:24:37,1
1388,08f127a2-7bdf-4467-83ad-a731c9e78432,CUST6759,36471.1,POS Payment,Hyderabad,Desktop,232889.0,2026-04-15 11:47:09,0
1389,348374b5-9b9c-4506-9265-1fb2b0e3f3fa,CUST1865,46084.8,ATM Withdrawal,Delhi,Desktop,259736.0,2026-06-07 03:36:35,0
1390,03841888-3fae-4141-bc02-35ccfb5d14f0,CUST9769,82253.4,Card Payment,Chennai,Desktop,285300.0,2026-05-23 11:17:31,0
1391,40d22931-b4ac-4496-b4b2-fb8cecac8f24,CUST8396,85452.3,ATM Withdrawal,Hyderabad,Mobile,30503.2,2026-03-14 15:35:31,1
1392,13deb27d-9c87-4cd0-afc7-d337ce8a6886,CUST2849,61488.1,Card Payment,Hyderabad,Desktop,218299.0,2026-03-26 11:08:22,0
1393,db3bc2e3-6d28-4b80-8124-8ecbaecc330f,CUST2818,22636.1,POS Payment,Delhi,POS Machine,259526.0,2026-03-22 01:05:54,0
1394,299e6e0b-ce67-4aa4-8ade-6db876b54c9e,CUST1609,139557.0,ATM Withdrawal,Pune,Desktop,284704.0,2026-05-02 06:32:48,1
1395,48686675-363e-4237-90f0-85ba205dd606,CUST9206,105109.0,Online Transfer,Kolkata,ATM,78792.6,2026-06-05 12:59:26,1
1396,1b372aaf-4655-474f-9352-7ff2aed324c6,CUST9707,68067.9,Card Payment,Delhi,POS Machine,144656.0,2026-04-25 00:11:20,0
1397,011a70e7-41b7-4706-94e3-e8a180f1009b,CUST8238,82066.0,ATM Withdrawal,Mumbai,POS Machine,262620.0,2026-04-01 14:56:05,0
1398,e12f6a44-2d7c-4a2a-91bf-f91c2a5b8c05,CUST2330,10000.8,Card Payment,Kolkata,POS Machine,248601.0,2026-05-25 16:23:38,0
1399,0d21390b-b4ca-41ec-8543-fe170a1f4004,CUST3721,51395.6,Online Transfer,Chennai,POS Machine,292354.0,2026-06-03 23:37:48,0
1400,ad11ee1e-f50e-41f5-90ee-abf73cd4ccde,CUST7369,131664.0,ATM Withdrawal,Mumbai,ATM,215953.0,2026-05-11 16:30:07,1
1401,5681c082-7f7f-4705-aa08-b324d51fb905,CUST2274,19440.4,POS Payment,Kolkata,POS Machine,30726.6,2026-03-18 19:18:23,0
1402,2ee4b188-8ebc-4f87-9ed7-8f9f0924c352,CUST7123,109528.0,POS Payment,Hyderabad,Tablet,1063.23,2026-04-09 01:08:57,1
1403,f1edbc0c-b97a-42f0-ac78-50d32c7bd275,CUST5990,35959.3,ATM Withdrawal,Delhi,ATM,286143.0,2026-03-20 19:41:48,0
1404,1ccd28c4-8437-4b94-ab91-cfb0b53780b2,CUST7022,64565.9,POS Payment,Kolkata,ATM,42803.1,2026-05-10 12:34:50,1
1405,e43a0e35-5437-4f40-9240-d89ebe938ca0,CUST8329,133243.0,Card Payment,Hyderabad,Mobile,143751.0,2026-04-16 03:49:17,1
1406,fd9debb7-fee2-4782-a03f-868efeaca1a9,CUST5907,78116.1,POS Payment,Chennai,ATM,163514.0,2026-04-03 06:03:14,0
1407,1372a6e0-2842-4018-b7ef-2a107e0f5f9d,CUST2177,1624.34,ATM Withdrawal,Pune,Desktop,295390.0,2026-05-26 14:45:51,0
1408,b9ff82c4-fe80-4bfe-8b2a-a691022739b1,CUST5057,148600.0,POS Payment,Mumbai,POS Machine,10887.3,2026-05-15 21:10:07,1
1409,f7c44bcc-6f3c-41fd-a070-d1841897edb4,CUST5345,66712.9,Card Payment,Delhi,POS Machine,92977.2,2026-05-25 19:04:34,0
1410,38efcff7-f40a-44f0-a852-e95f085ccb44,CUST5861,10942.3,UPI Payment,Chennai,Tablet,213920.0,2026-03-31 07:03:58,0
1411,8545f685-1cec-4789-98b8-5c48c2f5747e,CUST6066,63457.9,Online Transfer,Pune,POS Machine,175719.0,2026-05-24 12:08:27,0
1412,0dacc00d-a2a5-4245-892b-c176f2db9628,CUST1559,108777.0,POS Payment,Pune,Tablet,125409.0,2026-03-20 10:27:34,1
1413,e4fee483-7c60-4ee0-8a21-99b1391a6a30,CUST4593,107954.0,UPI Payment,Bangalore,Desktop,237960.0,2026-05-09 04:35:31,1
1414,c9504f85-1b34-4248-b61e-70a781c94d58,CUST9125,16862.8,UPI Payment,Pune,POS Machine,71569.0,2026-04-28 10:58:32,0
1415,e518010b-24b1-4238-a6dc-eb8e442dee5a,CUST3837,124136.0,POS Payment,Bangalore,Mobile,140261.0,2026-04-03 08:36:00,1
1416,c6b50771-7464-4347-8e62-7727b5ea5f1c,CUST8666,50075.0,POS Payment,Bangalore,Mobile,183522.0,2026-04-23 23:14:20,0
1417,4454a20b-ed8d-4ce4-9fb0-df4423bd27b7,CUST4924,67202.0,Online Transfer,Kolkata,ATM,28349.3,2026-05-04 16:28:50,1
1418,dc02b086-92b6-4dab-9744-c55f2fbb561b,CUST5033,117702.0,ATM Withdrawal,Kolkata,POS Machine,299467.0,2026-06-03 09:54:28,1
1419,6f543202-e8bc-4b0b-a8c0-306a9eea53e6,CUST1791,114892.0,ATM Withdrawal,Mumbai,ATM,207460.0,2026-04-10 15:53:48,1
1420,de75ed9c-4ed9-4785-8105-d9db40cb689e,CUST1780,65401.6,UPI Payment,Chennai,Tablet,257655.0,2026-03-18 03:41:34,0
1421,130a47b6-86b7-4967-9690-10359e8ab0ea,CUST9057,110810.0,POS Payment,Hyderabad,Mobile,206664.0,2026-05-05 01:11:39,1
1422,0ec29097-dcf9-4e33-a8a0-24c2536b6072,CUST5740,71541.5,Card Payment,Chennai,Tablet,238383.0,2026-03-18 16:05:34,0
1423,2b6c7078-21b9-4ac0-a4ca-ada4a1e14c20,CUST9231,127469.0,Online Transfer,Pune,Tablet,137959.0,2026-03-22 11:46:47,1
1424,b3bedc64-2e8a-4d2e-9683-eb4072baaa3e,CUST1971,26278.1,Online Transfer,Chennai,ATM,100414.0,2026-04-22 04:48:20,0
1425,7a62b507-59ac-4062-8bc9-eebf13367ec6,CUST7224,42280.0,Card Payment,Hyderabad,POS Machine,82947.9,2026-05-09 17:34:34,0
1426,e404e4bd-34e5-46e4-b7e0-b4f4e123ee00,CUST5086,124756.0,Online Transfer,Pune,POS Machine,109053.0,2026-05-08 00:53:25,1
1427,194bd763-9787-4c55-af77-ab746aec58ca,CUST4239,68231.1,POS Payment,Chennai,POS Machine,3536.46,2026-03-28 11:48:51,1
1428,23b535aa-c30d-4953-a9b6-1b5e38b768ba,CUST1755,103775.0,ATM Withdrawal,Pune,Tablet,189545.0,2026-05-07 09:38:13,1
1429,56d36080-950e-45f2-af5f-f4be9c94afcf,CUST2488,13831.4,Online Transfer,Pune,POS Machine,280150.0,2026-04-14 03:41:11,0
1430,7d5cd7ad-d381-4c51-af4a-b4c7f38cb87e,CUST2845,86637.1,Online Transfer,Hyderabad,Mobile,232904.0,2026-05-18 02:07:22,0
1431,270907e8-0306-4a22-954d-8afa772a016a,CUST5299,21783.6,ATM Withdrawal,Delhi,Tablet,68413.7,2026-04-18 12:00:58,0
1432,0a4fd919-5b88-4cb5-9bc6-0f2ec607bc48,CUST6315,87745.5,Card Payment,Chennai,ATM,26559.3,2026-04-01 07:24:07,1
1433,7bb000dd-cae4-4d89-841c-df78a5916a17,CUST5935,129516.0,UPI Payment,Pune,POS Machine,121186.0,2026-03-13 07:03:19,1
1434,d2b58982-494c-41de-92cf-b0a7b8178a16,CUST6310,92970.2,POS Payment,Chennai,ATM,155272.0,2026-05-23 07:48:49,1
1435,a7b3a23a-5887-4762-b536-89b7c1a06033,CUST4027,51324.1,Online Transfer,Hyderabad,ATM,81084.6,2026-04-18 00:36:49,0
1436,6527dc42-e93c-41f2-b240-9c6645259bcd,CUST3225,84349.3,UPI Payment,Delhi,Mobile,177002.0,2026-05-23 15:30:48,0
1437,05b3008d-f5e7-4e74-9f21-05c359e0755f,CUST6232,10829.2,Card Payment,Hyderabad,Tablet,130024.0,2026-04-23 17:09:21,0
1438,a74c7d77-934b-4f0c-8873-6be69d35c6a1,CUST2522,61935.0,POS Payment,Kolkata,Mobile,195353.0,2026-05-02 15:04:13,0
1439,9451398d-38f8-40fe-9fba-d94e4c188ce6,CUST8933,49390.4,Card Payment,Hyderabad,POS Machine,298433.0,2026-04-07 10:09:05,0
1440,8bc12275-da1f-4677-a440-d011dcd51942,CUST4329,77254.2,Card Payment,Chennai,POS Machine,291706.0,2026-04-15 03:24:10,1
